Galaxy Type N_GC N_GC_err Mdyn MBH sig_e err_sig_e A_V MV_T err_MV_T MK Re upMBH lowMBH
VCC-1105       E                  5              4          NA             NA             NA             NA             0.121          -15.55         0.20           nd             nd             NA             NA            
VCC-1104       E                  8              6          NA             NA             NA             NA             0.059          -16.20         0.20           nd             0.96           NA             NA            
VCC-1107       E                 25              6          NA             NA             NA             NA             0.057          -16.58         0.20           nd             nd             NA             NA            
NGC4452        S0                52              8          11.295         NA             268.8          28.7           0.095          -19.12         0.20           -21.906        2.94           NA             NA            
NGC4458        E                 72             12          10.151         NA             102.7           2.9           0.079          -19.07         0.20           -21.757        1.44           NA             NA            
NGC4459        S0               218             28          10.904          7.84          167.0           8.0           0.153          -20.81         0.20           -23.886        3.09           0.08           0.08          
VCC-1167       E                 14              9          NA             NA             NA             NA             0.067          -16.00         0.20           nd             1.02           NA             NA            
NGC4464        S                 25              9           9.898         NA             126.9           3.4           0.072          -18.56         0.20           -21.421        0.53           NA             NA            
VCC-1185       E                 14              6          NA             NA             NA             NA             0.062          -16.77         0.20           -17.885        1.52           NA             NA            
NGC4472        E               7000            800          12.007          9.26          293.8           2.9           0.074          -22.82         0.20           -25.768        12.65          0.12           0.18          
NGC4473        E                376             97          11.005          7.95          190.0           9.0           0.094          -20.81         0.20           -23.770        3.01           0.19           0.29          
NGC4474        S0               116             24          10.176         NA              87.7           4.0           0.140          -19.59         0.20           -22.261        2.09           NA             NA            
NGC4476        S0                20              7           9.796         NA              59.8           6.0           0.094          -19.14         0.20           -21.783        1.88           NA             NA            
VCC-1252       E                  8              5          NA             NA             NA             NA             0.054          -12.87         0.20           nd             0.58           NA             NA            
VCC-1254       E                 26             11           8.929         NA              31.4           1.6           0.061          -16.67         0.20           -19.323        0.93           NA             NA            
NGC4482        E                 35              8           9.510         NA              40.3           4.8           0.077          -19.64         0.20           -20.724        2.14           NA             NA            
VCC-1272       E                  3              4          NA             NA             NA             NA             0.073          -13.23         0.20           nd             nd             NA             NA            
NGC4478        E                 58             11          10.277         NA             137.4           2.4           0.082          -19.79         0.20           -22.812        1.08           NA             NA            
NGC4479        S0                59              9          10.097         NA              83.3           3.7           0.098          -18.86         0.20           -21.440        1.94           NA             NA            
NGC4486B       E                  4             11          10.113          0.00          169.2           3.9           0.070          -17.77         0.20           -20.977        0.49           9.00           0.00          
NGC4483        S0                72             18          NA             NA             NA             NA             0.066          -18.96         0.20           -21.840        1.40           NA             NA            
VCC-1308       E                  8              5           8.922         NA              33.6           1.6           0.096          -16.59         0.20           -18.252        0.80           NA             NA            
VCC-1311       E                 20              6          NA             NA             NA             NA             0.052          -16.00         0.20           nd             nd             NA             NA            
NGC4486        E              13000            800          11.980          9.77          375.0          18.0           0.074          -22.61         0.20           -25.348        7.30           0.03           0.03          
NGC4489        E                 31              9           9.533         NA              53.1           2.0           0.092          -19.03         0.20           -21.580        1.30           NA             NA            
NGC4486A       E                 11             12           9.795          7.15          111.0           5.0           0.065          -18.70         0.20           -22.314        0.54           0.13           0.11          
VCC-1333       E                 11              8          NA             NA             NA             NA             0.056          -14.90         0.20           nd             nd             NA             NA            
IC3442         E                 11              6          NA             NA             NA             NA             0.094          -17.51         0.20           -16.847        3.07           NA             NA            
NGC4494        E                392             49          10.927         NA             150.2           3.7           0.071          -21.40         0.20           -24.170        4.02           NA             NA            
VCC-1363       E                  0              3          NA             NA             NA             NA             0.088          -12.67         0.20           nd             0.39           NA             NA            
VCC-1386       E                 27              7           8.848         NA              20.5           2.1           0.069          -17.34         0.20           999999         1.80           NA             NA            
VCC-1386       E                 26             12          NA             NA             NA             NA             0.069          -16.90         0.20           nd             nd             NA             NA            
IC3461         E                 50              9           8.845         NA              28.6           3.1           0.085          -16.72         0.20           -18.717        0.92           NA             NA            
IC3468         E                 25              6           9.221         NA              34.4           3.8           0.087          -17.97         0.20           -20.436        1.51           NA             NA            
IC3470         E                 61              9          NA             NA             NA             NA             0.148          -17.39         0.20           -19.874        0.73           NA             NA            
IC798          E                 27              7          NA             NA             NA             NA             0.074          -16.86         0.20           -19.403        0.87           NA             NA            
NGC4517        S                270             60          NA             NA             NA             NA             0.079          -19.52         0.33           -22.513        4.16           NA             NA            
NGC4515        S0                81             10           9.762         NA              86.0           2.9           0.085          -18.79         0.20           -21.232        0.84           NA             NA            
IC3487         E                  7              4           8.848         NA              28.9           1.4           0.058          -16.78         0.20           -18.834        0.91           NA             NA            
IC3490         E                 12              5          NA             NA             NA             NA             0.101          -15.61         0.20           nd             1.12           NA             NA            
VCC-1497       E                  6              5          NA             NA             NA             NA             0.071          -16.01         0.20           nd             1.50           NA             NA            
IC3492         E                 19              7          NA             NA             NA             NA             0.084          -16.53         0.20           -18.126        0.54           NA             NA            
VCC-1512       S0                 5              4          NA             NA             NA             NA             0.142          -16.25         0.20           nd             0.81           NA             NA            
VCC-1514       E                  2              3           9.626         NA              46.0           7.0           0.053          -16.57         0.20           999999         2.15           NA             NA            
IC3501         E                 41              8          NA             NA             NA             NA             0.076          -17.16         0.20           -19.829        0.77           NA             NA            
VCC-1530       E                  8              5          NA             NA             NA             NA             0.062          -13.37         0.20           nd             nd             NA             NA            
NGC4526        S0               388            117          11.061          0.00          251.1          16.1           0.074          -21.51         0.22           -24.674        1.96           8.48           0.00          
NGC4528        S0                31              7          10.001         NA             116.8           7.1           0.151          -19.08         0.20           -22.040        0.79           NA             NA            
VCC-1539       E                 31              7          NA             NA             NA             NA             0.087          -16.05         0.20           nd             1.19           NA             NA            
IC3509         E                 54              9          NA             NA             NA             NA             0.114          -16.91         0.20           -19.157        0.88           NA             NA            
VCC-1577       E                 15              6           8.765         NA              26.0           1.3           0.077          -15.89         0.20           999999         0.93           NA             NA            
IC3540         S0                26             10          NA             NA             NA             NA             0.127          -17.10         0.20           -19.668        0.66           NA             NA            
NGC4550        S0                84             19          10.088         NA              96.4           4.2           0.129          -19.39         0.20           -22.265        1.42           NA             NA            
VCC-1627       E                  4              4          NA             NA             NA             NA             0.107          -16.46         0.20           -19.318        0.29           NA             NA            
NGC4551        E                 47             11          10.120         NA             106.8           2.2           0.128          -19.15         0.20           -22.187        1.24           NA             NA            
NGC4552        E               1100            200          11.342          8.68          252.5           3.3           0.136          -20.39         0.20           -24.292        3.70           0.04           0.05          
NGC4565        S                204             60          11.100         NA             136.0           6.3           0.051          -21.68         0.27           -25.156        7.32           NA             NA            
VCC-1661       E                 10              5          NA             NA             NA             NA             0.055          -15.81         0.20           nd             1.52           NA             NA            
NGC4564        E                213             31          10.638          7.92          162.0           8.0           0.116          -20.00         0.20           -23.078        1.78           0.10           0.14          
NGC4570        S0               139             23          10.801         NA             187.9           8.5           0.073          -20.34         0.20           -23.483        1.92           NA             NA            
IC3586         S0                14              6          NA             NA             NA             NA             0.123          -17.49         0.20           -18.975        2.17           NA             NA            
NGC4589        E               1052            162          11.284         NA             224.1           5.3           0.093          -21.07         0.28           -23.962        4.12           NA             NA            
VCC-1714       E                  0              4          NA             NA             NA             NA             0.080          -13.20         0.20           nd             nd             NA             NA            
NGC4578        S0                62             13          10.519         NA             120.3           9.6           0.070          -19.62         0.20           -22.671        2.46           NA             NA            
IC3602         E                 10              6           9.084         NA              27.0          11.0           0.055          -16.33         0.20           -18.232        1.79           NA             NA            
IC3612         S0                 2              4          NA             NA             NA             NA             0.078          -16.90         0.20           -17.280        1.43           NA             NA            
NGC4605        S                 22              7          NA             NA             NA             NA             0.039          -18.41         0.20           -20.932        1.18           NA             NA            
NGC4594        S               1900            200          11.262          8.72          240.0          12.0           0.170          -22.12         0.20           -25.006        3.41           0.30           0.57          
IC3633         E                  4              4           8.443         NA              22.3           2.2           0.047          -16.03         0.20           -17.562        0.60           NA             NA            
IC3635         S                 20              6          NA             NA             NA             NA             0.101          -16.78         0.20           -18.402        1.55           NA             NA            
VCC-1833       E                 18              6          NA             NA             NA             NA             0.102          -17.13         0.20           -19.779        0.69           NA             NA            
IC3651         S0              2700            780          10.565         NA             183.0          28.9           0.042          -21.00         0.20           -23.850        1.18           NA             NA            
IC3647         Irr               11              6          NA             NA             NA             NA             0.071          -16.64         0.20           nd             2.33           NA             NA            
IC3652         E                 38              7          NA             NA             NA             NA             0.081          -17.60         0.20           -19.995        1.64           NA             NA            
IC3653         E                 10              5           9.088         NA              49.0           2.9           0.085          -17.31         0.20           -20.383        0.55           NA             NA            
VCC-1876       E                 26              7           8.964         NA              26.7           1.3           0.085          -16.80         0.20           999999         1.39           NA             NA            
NGC4612        S0                83             25           9.924         NA              62.6           2.7           0.069          -21.12         0.20           -22.537        2.30           NA             NA            
VCC-1886       E                  4              3          NA             NA             NA             NA             0.086          -16.25         0.20           nd             1.27           NA             NA            
VCC-1895       E                  6              4          NA             NA             NA             NA             0.047          -16.60         0.20           -18.701        1.16           NA             NA            
NGC4621        E                803            355          11.333          8.60          225.1           3.2           0.110          -21.34         0.20           -24.125        4.57           0.06           0.07          
IC809          E                 49              8          NA             NA             NA             NA             0.083          -17.39         0.20           -20.429        1.97           NA             NA            
NGC4623        S0                71             14          10.169         NA              85.6          15.1           0.061          -19.94         0.20           -21.732        2.16           NA             NA            
NGC4638        S0                60              9          10.374         NA             121.9           4.0           0.084          -20.10         0.20           -23.003        1.71           NA             NA            
NGC4636        E               4200            120          11.411          0.00          203.1           3.5           0.092          -21.43         0.20           -24.419        6.71           8.80           0.00          
VCC-1948       E                  2              3          NA             NA             NA             NA             0.066          -16.06         0.20           nd             nd             NA             NA            
NGC4649        E               4000            500          11.992          9.63          385.0          19.0           0.088          -22.41         0.20           -25.434        7.12           0.09           0.11          
NGC4660        E                205             28          10.548         NA             188.5           3.4           0.109          -19.74         0.20           -22.682        1.07           NA             NA            
IC3735         E                 24              6           9.281         NA              37.0           7.0           0.060          -17.36         0.20           -19.792        1.50           NA             NA            
NGC4673        E                750            290          NA             NA             231.7           5.2           0.040          -21.28         0.20           -25.176        nd             NA             NA            
IC3773         E                 17              5           9.678         NA              62.2          11.7           0.088          -17.85         0.20           -19.870        1.32           NA             NA            
IC3779         E                  9              4           9.306         NA              43.0           5.0           0.064          -16.36         0.20           -18.191        1.18           NA             NA            
NGC4697        E                229             70          11.087          8.28          177.0           8.0           0.101          -21.27         0.20           -24.042        4.19           0.08           0.10          
NGC4754        S0               110             12          10.864         NA             186.4           3.2           0.111          -20.53         0.20           -23.625        2.26           NA             NA            
NGC4762        S0               240             25          11.323         NA             147.1          10.3           0.072          -21.70         0.24           -24.599        10.44          NA             NA            
NGC4816        E               6100           1400          11.779         NA             244.5           8.1           0.030          -22.25         0.35           -25.349        10.82          NA             NA            
A1644-1        E              17700           4600          NA             NA             NA             NA             0.194          -23.70         0.20           -26.957        nd             NA             NA            
NGC4839        E               6500           2000          12.165         NA             284.8           4.7           0.032          -23.16         0.20           -25.994        19.36          NA             NA            
NGC4840        E               1290            620          11.204         NA             238.1           6.1           0.032          -21.12         0.28           -24.235        3.03           NA             NA            
IC3959         E                880            330          11.092         NA             208.0           4.5           0.035          -20.99         0.20           -24.020        3.07           NA             NA            
PGC044560      E               2150            650          NA             NA             126.0          10.9           0.032          -20.88         0.20           -23.084        nd             NA             NA            
IC3976         E                920            250          11.053         NA             252.0           7.9           0.031          -20.53         0.20           -23.548        1.91           NA             NA            
NGC4874        E              20000           2000          12.067         NA             278.9           4.8           0.028          -23.48         0.26           -26.278        16.12          NA             NA            
NGC4881        E                295             89          11.304         NA             199.6           3.0           0.036          -20.47         0.23           -24.615        5.43           NA             NA            
NGC4886        E               1220            480          11.051         NA             163.2           2.6           0.031          -21.06         0.25           -26.487        4.54           NA             NA            
IC4012         E                620            410          NA             NA             190.8           3.5           0.029          -20.41         0.20           -23.573        nd             NA             NA            
NGC4889        E              11000           2000          12.354         10.32          400.8           5.6           0.032          -23.47         0.20           -26.521        15.11          0.25           0.62          
IC4021         E                160            159          10.607         NA             171.9           5.8           0.029          -20.16         0.20           -22.893        1.47           NA             NA            
IC4026         S0               650            190          10.903         NA             142.7           5.8           0.029          -21.01         0.20           -23.861        4.22           NA             NA            
IC4041         E                470            160          10.999         NA             135.6           3.9           0.029          -20.86         0.20           -23.452        5.83           NA             NA            
IC4045         E               1100            510          11.144         NA             217.1           3.9           0.031          -21.39         0.20           -24.168        3.18           NA             NA            
IC4051         E               6700            530          11.851         NA             250.1           5.1           0.030          -21.26         0.20           -25.150        12.19          NA             NA            
NGC4926        E               1300            300          11.702         NA             275.8           3.8           0.030          -22.36         0.25           -25.443        7.11           NA             NA            
NGC4980        S                 43             27          NA             NA             NA             NA             0.196          -19.90         0.20           -21.148        1.95           NA             NA            
ESO-269-58     Irr                8              3          NA             NA             NA             NA             0.291          -15.78         0.20           -17.305        0.66           NA             NA            
A1689-BCG      E              30000          20000          NA             NA             NA             NA             0.073          NA             NA             nd             nd             NA             NA            
NGC5018        E               1000            300          11.199         NA             209.6           4.9           0.317          -22.34         0.40           -25.094        3.87           NA             NA            
ESO-269-66     E                  4              2          NA             NA             NA             NA             0.255          -13.89         0.20           nd             0.72           NA             NA            
NGC5102        S0                 7              6           9.810         NA              82.0           8.0           0.182          -18.14         0.20           -20.689        1.03           NA             NA            
KKS-55         E                  1              1          NA             NA             NA             NA             0.400          -11.17         0.20           nd             nd             NA             NA            
NGC5128        E               1300            300          11.110          7.71          150.0           7.0           0.381          -21.26         0.20           -23.998        6.15           0.13           0.19          
ESO-509-G008   E               6000           1500          11.972         NA             317.6          12.1           0.149          -23.35         0.20           -26.096        10.00          NA             NA            
ESO-444-G046   E              32500           8000          12.248         NA             251.9          13.2           0.137          -23.80         0.20           -27.080        30.00          NA             NA            
NGC5170        S                500            200          10.677         NA              90.2          10.1           0.264          -20.80         0.59           -24.071        6.28           NA             NA            
NGC5194        S                220             45          10.598          0.00           96.0           8.7           0.115          -21.16         0.20           -23.926        4.62           6.32           0.00          
NGC5193        E               5878            355          11.219         NA             205.7           6.2           0.186          -21.53         0.33           -24.233        4.20           NA             NA            
IC4296         E               6400            300          12.014          9.13          322.0          16.0           0.169          -23.08         0.20           -25.997        10.71          0.06           0.07          
NGC5236        S                 43             12          NA             NA             NA             NA             0.218          -21.00         0.20           -23.723        4.11           NA             NA            
NGC5237        Irr                3              2          NA             NA             NA             NA             0.263          -15.45         0.20           -17.835        0.40           NA             NA            
UGC-8638       Irr                3              2          NA             NA             NA             NA             0.035          -13.69         0.20           nd             0.56           NA             NA            
ESO-383-G076   E              22500           5500          12.726         NA             322.6           9.2           0.148          -24.10         0.20           -26.842        55.00          NA             NA            
IC4329         E               2970            530          12.202         NA             296.0           6.0           0.168          -23.09         0.35           -26.148        19.53          NA             NA            
NGC5322        E               1600            500          11.406         NA             232.0           4.5           0.047          -22.29         0.28           -25.315        5.09           NA             NA            
NGC5457        S                150             40          10.757         NA              73.1          23.8           0.028          -21.36         0.22           -23.682        11.50          NA             NA            
NGC5557        E               3500           1000          11.528         NA             253.0           9.4           0.019          -21.96         0.50           -24.873        5.67           NA             NA            
ESO-223-09     Irr                8              3          NA             NA             NA             NA             0.714          -16.47         0.20           -16.111        1.98           NA             NA            
NGC5813        E               2900            400          11.667          8.84          236.5           3.4           0.189          -22.27         0.23           -25.147        8.93           0.07           0.07          
NGC5845        E                180             30          NA              8.69          234.0          11.0           0.177          -19.77         0.26           -22.977        nd             0.12           0.16          
NGC5846        E               4670           1195          11.605          9.04          239.3           4.3           0.182          -22.12         0.25           -25.065        7.56           0.07           0.09          
NGC5866        S0               370             70          10.850         NA             159.0           9.8           0.044          -21.08         0.20           -24.062        3.01           NA             NA            
ESO-274-01     S                 10              3          NA             NA             NA             NA             0.704          -17.47         0.20           -19.169        1.68           NA             NA            
NGC5907        S                170             65          NA             NA             NA             NA             0.035          -20.30         0.55           -23.853        7.83           NA             NA            
UGC-9799       E              18000           4500          11.155          0.00          215.8          11.6           0.101          -23.10         0.20           -26.358        3.30           9.69           0.00          
NGC5982        E               1497            202          11.406         NA             238.9           4.9           0.059          -22.02         0.20           -24.944        4.79           NA             NA            
UGC-9958       E              27000          13000          12.478         NA             295.2          14.3           0.159          -23.30         0.40           -26.393        37.10          NA             NA            
A2124-1        E              17900           4700          11.887         NA             303.5          15.0           0.068          -23.50         0.20           -26.692        9.00           NA             NA            
A2147-1        E              13100           3300          12.224         NA             277.7          16.5           0.086          -23.08         0.20           -25.706        23.36          NA             NA            
UGC-10143      E              14000           3500          12.225         NA             277.7          16.5           0.086          -23.00         0.20           nd             23.40          NA             NA            
NGC6041A       S0             19800           4900          NA             NA             NA             NA             0.119          -22.00         0.30           -25.949        nd             NA             NA            
NGC6039        E               5030            300          11.670         NA             202.0          11.6           0.143          -22.08         0.24           -25.266        12.32          NA             NA            
A2152-2        S0              5100            340          NA             NA             NA             NA             0.110          -21.42         0.20           -24.785        nd             NA             NA            
A2152-1        E               7800           2060          11.306         NA             304.2          25.8           0.110          -22.60         0.20           -25.716        2.35           NA             NA            
NGC6086        E               9200           2500          12.228          9.56          334.4           9.5           0.124          -23.04         0.22           -25.729        16.23          0.16           0.16          
ESO-137-18     S                  7              3          NA             NA             NA             NA             0.667          -17.91         0.50           -18.551        1.02           NA             NA            
NGC6160        E               4560           1080          NA             NA             251.2          10.6           0.016          -22.77         1.00           -25.897        nd             NA             NA            
NGC6166        E              17000           4000          12.424         NA             308.2           6.9           0.038          -23.70         0.27           -26.412        30.06          NA             NA            
NGC6173        E               4600           2600          12.069         NA             277.8          13.2           0.024          -23.41         0.28           -26.137        16.31          NA             NA            
NGC6384        S                 60             13          11.282         NA             128.3           8.7           0.409          -22.06         0.42           -24.586        12.49          NA             NA            
NGC6397-GAL1   E               1600            600          NA             NA             NA             NA             0.500          -20.50         1.00           nd             nd             NA             NA            
NGC6482        E               1140             87          NA             NA             309.8          11.7           0.328          -22.63         0.20           -25.371        nd             NA             NA            
NGC6703        E                610            200          10.931         NA             178.5           3.8           0.294          -21.10         0.44           -23.913        2.88           NA             NA            
Sagittarius-dE E                  6              2          NA             NA             NA             NA             0.160          -13.90         0.50           nd             nd             NA             NA            
NGC6822        Irr                7              1          NA             NA             NA             NA             0.659          -15.50         0.30           -16.927        nd             NA             NA            
ESO-185-IG013  S                 20             10          NA             NA             NA             NA             0.149          -19.84         0.36           -21.607        nd             NA             NA            
KK-246         Irr                2              2          NA             NA             NA             NA             0.812          -13.77         0.20           nd             nd             NA             NA            
NGC6861        E               1860            600          11.624          0.00          414.0          20.0           0.180          -21.31         0.53           -24.551        2.64           9.15           0.00          
NGC6946        S                 90             40          NA             NA             NA             NA             1.133          -21.24         0.33           -23.673        5.33           NA             NA            
NGC7014        E               1634             88          11.652         NA             294.5           9.1           0.109          -21.19         0.20           -24.332        5.57           NA             NA            
NGC7049        S0              2700            800          11.417         NA             246.5           3.9           0.180          -21.89         0.27           -25.153        4.62           NA             NA            
NGC7173        E                400             30          11.245         NA             203.9           4.8           0.088          -20.54         0.33           -23.532        4.54           NA             NA            
IC5176         S                132             25          NA             NA             NA             NA             0.085          -20.63         0.20           -23.126        2.22           NA             NA            
NGC7331        S                210            130          11.037          0.00          137.2           3.5           0.301          -21.71         0.20           -24.895        6.22           8.20           0.00          
NGC7332        S0               175             15          10.376          7.11          124.9           3.3           0.124          -20.83         0.25           -23.811        1.64           0.17           0.21          
NGC7339        S                 75             10          NA             NA             NA             NA             0.123          -20.39         0.25           -23.269        nd             NA             NA            
IC1459         E               2100            730          11.635          9.45          306.1           7.8           0.043          -22.04         0.20           -25.530        4.95           0.14           0.25          
NGC7457        S0               160             50           9.935          7.00           67.0           3.0           0.172          -19.58         0.25           -22.436        2.06           0.20           0.40          
NGC7626        E               2833            300          11.784          0.00          271.3           4.4           0.240          -22.51         0.20           -25.374        8.89           8.91           0.00          
NGC7720        E              18000           4600          12.347         NA             359.1          10.7           0.228          -23.35         0.35           -26.225        18.53          NA             NA            
NGC7727        S                850            320          11.427         NA             196.1          15.6           0.093          -21.25         0.20           -23.933        7.46           NA             NA            
NGC7768        E               3000           1300          12.142          9.11          312.8          15.4           0.128          -23.07         0.20           -25.927        15.22          0.14           0.16          
NGC7793        S                 17              5          NA             NA             NA             NA             0.053          -19.35         0.20           -21.072        2.16           NA             NA            
